"token_lower"	"frequency"	"doc_frequency"	"book_frequency"	"example_original"	"rank"
"bath"	98	32	8	"bath"	781
"cannot"	98	59	10	"cannot"	782
"cup"	98	46	10	"cup"	783
"father's"	98	52	9	"father's"	784
"hat"	98	38	10	"hat"	785
"lake"	98	18	5	"lake"	786
"return"	98	64	10	"return"	787
"returned"	98	60	9	"returned"	788
"suddenly"	98	61	10	"suddenly"	789
"bought"	97	44	9	"bought"	790
"desk"	97	29	7	"desk"	791
"dreams"	97	57	8	"dreams"	792
"easy"	97	55	9	"easy"	793
"farm"	97	29	6	"farm"	794
"least"	97	61	9	"least"	795
"led"	97	58	9	"led"	796
"nor"	97	58	10	"nor"	797
"beast"	96	27	7	"beast"	798
"chair"	96	48	9	"chair"	799
"distant"	96	63	10	"distant"	800
"grave"	96	36	6	"grave"	801
"older"	96	52	8	"older"	802
"smoke"	96	50	10	"smoke"	803
"changed"	95	62	9	"changed"	804
"doors"	95	47	8	"doors"	805
"hinzelmann"	95	6	1	"hinzelmann"	806
"indeed"	95	63	9	"indeed"	807
"threw"	95	52	10	"threw"	808
"tiger"	95	12	4	"tiger"	809
"worse"	95	62	10	"worse"	810
"yeah"	95	40	6	"yeah"	811
"answer"	94	57	10	"answer"	812
"buy"	94	40	8	"buy"	813
"carabas"	94	15	1	"carabas"	814
"dressed"	94	57	9	"dressed"	815
"everyone"	94	56	9	"everyone"	816
"human"	94	51	8	"human"	817
"imagined"	94	64	9	"imagined"	818
"known"	94	58	9	"known"	819
"sweet"	94	61	9	"sweet"	820
"chad"	93	5	1	"chad"	821
"cigarette"	93	26	5	"cigarette"	822
"leaned"	93	60	10	"leaned"	823
"leaving"	93	55	9	"leaving"	824
"paused"	93	56	10	"paused"	825
"question"	93	54	9	"question"	826
"television"	93	41	7	"television"	827
"bus"	92	21	5	"bus"	828
"fear"	92	50	8	"fear"	829
"gold"	92	48	9	"gold"	830
"hour"	92	51	10	"hour"	831
"noticed"	92	52	9	"noticed"	832
"others"	92	49	9	"others"	833
"pool"	92	38	8	"pool"	834
"pressed"	92	58	10	"pressed"	835
"suit"	92	43	9	"suit"	836
"case"	91	49	9	"case"	837
"center"	91	37	8	"center"	838
"hey"	91	38	8	"hey"	839
"sang"	91	39	10	"sang"	840
"seeing"	91	58	9	"seeing"	841
"breakfast"	90	35	9	"breakfast"	842
"garden"	90	41	9	"garden"	843
"faces"	89	55	10	"faces"	844
"kiss"	89	47	9	"kiss"	845
"locked"	89	52	9	"locked"	846
"size"	89	50	9	"size"	847
"walls"	89	55	8	"walls"	848
"wide"	89	62	10	"wide"	849
"wish"	89	61	10	"wish"	850
"beginning"	88	56	9	"beginning"	851
"forest"	88	25	8	"forest"	852
"sent"	88	50	8	"sent"	853
"soft"	88	54	9	"soft"	854
"stand"	88	60	8	"stand"	855
"dinner"	87	46	9	"dinner"	856
"dunstan"	87	6	2	"dunstan"	857
"music"	87	35	7	"music"	858
"apple"	86	33	8	"apple"	859
"either"	86	57	10	"either"	860
"entirely"	86	57	9	"entirely"	861
"fish"	86	36	10	"fish"	862
"game"	86	31	8	"game"	863
"pay"	86	44	7	"pay"	864
"ready"	86	51	9	"ready"	865
"thirty"	86	42	9	"thirty"	866
"bones"	85	46	8	"bones"	867
"burned"	85	48	9	"burned"	868
"hadn't"	85	48	7	"hadn't"	869
"hell"	85	41	6	"hell"	870
"today"	85	55	8	"today"	871
"wondering"	85	53	9	"wondering"	872
"animal"	84	47	9	"animal"	873
"dry"	84	56	10	"dry"	874
"enormous"	84	59	10	"enormous"	875
"funny"	84	54	8	"funny"	876
"grinned"	84	49	9	"grinned"	877
"heavy"	84	51	9	"heavy"	878
"mine"	84	46	9	"mine"	879
"poor"	84	50	10	"poor"	880
"sing"	84	37	10	"sing"	881
"storm"	84	36	8	"storm"	882
"dear"	83	42	9	"dear"	883
"ear"	83	52	10	"ear"	884
"fair"	83	38	9	"fair"	885
"leg"	83	42	10	"leg"	886
"moonlight"	83	39	9	"moonlight"	887
"pink"	83	50	10	"pink"	888
"wished"	83	47	8	"wished"	889
"worry"	83	46	9	"worry"	890
"loved"	82	45	9	"loved"	891
"purple"	82	49	10	"purple"	892
"quiet"	82	48	9	"quiet"	893
"slept"	82	50	9	"slept"	894
"slightly"	82	57	9	"slightly"	895
"sweeney"	82	6	2	"sweeney"	896
"truth"	82	50	9	"truth"	897
"twisted"	82	54	9	"twisted"	898
"america"	81	29	6	"america"	899
"blew"	81	51	9	"blew"	900
"clear"	81	59	9	"clear"	901
"dad"	81	25	7	"dad"	902
"imagine"	81	56	9	"imagine"	903
"master"	81	29	7	"master"	904
"naked"	81	47	9	"naked"	905
"pushing"	81	53	9	"pushing"	906
"rosie's"	81	13	1	"rosie's"	907
"seven"	81	43	7	"seven"	908
"spent"	81	49	9	"spent"	909
"spring"	81	44	8	"spring"	910
"anywhere"	80	49	10	"anywhere"	911
"bailey"	80	9	2	"bailey"	912
"coins"	80	30	6	"coins"	913
"expression"	80	51	9	"expression"	914
"forget"	80	50	10	"forget"	915
"makes"	80	50	10	"makes"	916
"meadow"	80	20	5	"meadow"	917
"months"	80	46	8	"months"	918
"sit"	80	51	10	"sit"	919
"smiling"	80	53	10	"smiling"	920
"tears"	80	45	8	"tears"	921
"wings"	80	40	9	"wings"	922
"working"	80	45	8	"working"	923
"card"	79	24	5	"card"	924
"catch"	79	53	9	"catch"	925
"certainly"	79	47	8	"certainly"	926
"deal"	79	41	9	"deal"	927
"kissed"	79	36	8	"kissed"	928
"mud"	79	34	8	"mud"	929
"playing"	79	52	10	"playing"	930
"taxi"	79	22	5	"taxi"	931
"agreed"	78	52	10	"agreed"	932
"baby"	78	40	9	"baby"	933
"creature"	78	50	10	"creature"	934
"flesh"	78	53	8	"flesh"	935
"forever"	78	52	10	"forever"	936
"names"	78	40	9	"names"	937
"sam"	78	8	2	"sam"	938
"space"	78	42	9	"space"	939
"squeezed"	78	53	8	"squeezed"	940
"straight"	78	48	9	"straight"	941
"angels"	77	21	6	"angels"	942
"apartment"	77	20	4	"apartment"	943
"cheek"	77	40	9	"cheek"	944
"driving"	77	38	8	"driving"	945
"free"	77	49	10	"free"	946
"further"	77	47	8	"further"	947
"listen"	77	49	10	"listen"	948
"mostly"	77	49	10	"mostly"	949
"mountain"	77	27	8	"mountain"	950
"neither"	77	55	10	"neither"	951
"pull"	77	45	9	"pull"	952
"reading"	77	45	9	"reading"	953
"round"	77	46	9	"round"	954
"seem"	77	47	9	"seem"	955
"slow"	77	53	8	"slow"	956
"thanks"	77	43	6	"thanks"	957
"towards"	77	30	7	"towards"	958
"whose"	77	50	8	"whose"	959
"witch"	77	21	8	"witch"	960
"dance"	76	30	8	"dance"	961
"eagle"	76	27	7	"eagle"	962
"hanging"	76	48	10	"hanging"	963
"knows"	76	34	9	"knows"	964
"lit"	76	46	9	"lit"	965
"meat"	76	37	9	"meat"	966
"somebody"	76	48	9	"somebody"	967
"tonight"	76	38	7	"tonight"	968
"write"	76	24	8	"write"	969
"meet"	75	45	8	"meet"	970
"party"	75	34	8	"party"	971
"salim"	75	1	1	"salim"	972
"sense"	75	46	8	"sense"	973
"taste"	75	47	9	"taste"	974
"blinked"	74	50	9	"blinked"	975
"clean"	74	43	9	"clean"	976
"fight"	74	37	9	"fight"	977
"important"	74	47	9	"important"	978
"lie"	74	49	9	"lie"	979
"near"	74	52	10	"near"	980
"screen"	74	34	9	"screen"	981
"shouted"	74	47	10	"shouted"	982
"telephone"	74	33	7	"telephone"	983
"vanished"	74	48	10	"vanished"	984
"victoria"	74	13	3	"victoria"	985
"animals"	73	34	9	"animals"	986
"appeared"	73	45	10	"appeared"	987
"built"	73	47	9	"built"	988
"dozen"	73	52	10	"dozen"	989
"drank"	73	50	10	"drank"	990
"dress"	73	42	8	"dress"	991
"dunwiddy"	73	6	1	"dunwiddy"	992
"finally"	73	57	8	"finally"	993
"gate"	73	32	7	"gate"	994
"handed"	73	49	10	"handed"	995
"hesitated"	73	49	8	"hesitated"	996
"ibis"	73	7	1	"ibis"	997
"learned"	73	38	10	"learned"	998
"stick"	73	29	9	"stick"	999
"turning"	73	49	9	"turning"	1000
"ahead"	72	45	9	"ahead"	1001
"familiar"	72	46	10	"familiar"	1002
"gary"	72	7	3	"gary"	1003
"goes"	72	40	8	"goes"	1004
"grew"	72	45	8	"grew"	1005
"heads"	72	51	10	"heads"	1006
"mulligan"	72	5	1	"mulligan"	1007
"power"	72	40	8	"power"	1008
"quietly"	72	52	9	"quietly"	1009
"rose"	72	45	9	"rose"	1010
"son"	72	39	7	"son"	1011
"we've"	72	44	10	"we've"	1012
"barely"	71	40	9	"barely"	1013
"carefully"	71	44	10	"carefully"	1014
"cave"	71	25	8	"cave"	1015
"christmas"	71	24	6	"christmas"	1016
"explained"	71	45	9	"explained"	1017
"feather"	71	21	7	"feather"	1018
"he'll"	71	37	9	"he'll"	1019
"island"	71	25	6	"island"	1020
"jacket"	71	37	7	"jacket"	1021
"keeping"	71	50	9	"keeping"	1022
"shirt"	71	42	7	"shirt"	1023
"wants"	71	44	10	"wants"	1024
"wrapped"	71	50	9	"wrapped"	1025
"written"	71	31	9	"written"	1026
"ah"	70	48	9	"ah"	1027
"final"	70	40	8	"final"	1028
"ginnie"	70	6	1	"ginnie"	1029
"miles"	70	40	8	"miles"	1030
"mother's"	70	41	9	"mother's"	1031
"shit"	70	25	4	"shit"	1032
"shop"	70	31	9	"shop"	1033
"spink"	70	7	1	"spink"	1034
"they'll"	70	43	8	"they'll"	1035
"zorya"	70	7	1	"zorya"	1036
"bathroom"	69	33	7	"bathroom"	1037
"candle"	69	21	8	"candle"	1038
"drinking"	69	41	8	"drinking"	1039
"eight"	69	41	7	"eight"	1040
"falling"	69	46	10	"falling"	1041
"flowers"	69	35	9	"flowers"	1042
"iron"	69	42	9	"iron"	1043
"named"	69	41	9	"named"	1044
"tired"	69	48	9	"tired"	1045
"west"	69	35	7	"west"	1046
"windows"	69	39	9	"windows"	1047
"woke"	69	44	9	"woke"	1048
"ball"	68	35	10	"ball"	1049
"beer"	68	26	6	"beer"	1050
"button"	68	29	6	"button"	1051
"eventually"	68	44	9	"eventually"	1052
"follow"	68	46	9	"follow"	1053
"hotel"	68	18	3	"hotel"	1054
"order"	68	40	9	"order"	1055
"pleased"	68	48	9	"pleased"	1056
"pot"	68	27	7	"pot"	1057
"shoes"	68	40	8	"shoes"	1058
"unicorn"	68	8	4	"unicorn"	1059
"wonder"	68	41	8	"wonder"	1060
"worked"	68	48	8	"worked"	1061
"bank"	67	26	7	"bank"	1062
"begun"	67	47	9	"begun"	1063
"cars"	67	38	8	"cars"	1064
"dust"	67	41	7	"dust"	1065
"eaten"	67	46	10	"eaten"	1066
"extremely"	67	34	8	"extremely"	1067
"forced"	67	42	9	"forced"	1068
"gentle"	67	45	9	"gentle"	1069
"giant"	67	20	7	"giant"	1070
"guess"	67	30	5	"guess"	1071
"happening"	67	43	9	"happening"	1072
"lane"	67	23	6	"lane"	1073
"lowered"	67	47	9	"lowered"	1074
"puzzled"	67	51	8	"puzzled"	1075
"ship"	67	25	8	"ship"	1076
"speak"	67	45	9	"speak"	1077
"stupid"	67	41	7	"stupid"	1078
"thorn"	67	8	2	"thorn"	1079
"wake"	67	41	9	"wake"	1080
"weren't"	67	44	9	"weren't"	1081
"whitaker"	67	1	1	"whitaker"	1082
"angry"	66	40	9	"angry"	1083
"cell"	66	22	6	"cell"	1084
"ears"	66	40	8	"ears"	1085
"fifty"	66	38	9	"fifty"	1086
"kitten"	66	20	7	"kitten"	1087
"magic"	66	31	8	"magic"	1088
"obviously"	66	44	7	"obviously"	1089
"ocean"	66	27	7	"ocean"	1090
"picture"	66	38	9	"picture"	1091
"platform"	66	13	4	"platform"	1092
"professor"	66	8	3	"professor"	1093
"putting"	66	51	10	"putting"	1094
"secret"	66	29	8	"secret"	1095
"swung"	66	47	9	"swung"	1096
"they'd"	66	42	8	"they'd"	1097
"wedding"	66	18	6	"wedding"	1098
"whiskey"	66	6	2	"whiskey"	1099
"blade"	65	34	8	"blade"	1100
"drop"	65	36	7	"drop"	1101
"frozen"	65	33	9	"frozen"	1102
"lakeside"	65	7	1	"lakeside"	1103
"local"	65	37	8	"local"	1104
"maeve"	65	7	1	"maeve"	1105
"memory"	65	41	8	"memory"	1106
"mike"	65	11	3	"mike"	1107
"moments"	65	48	9	"moments"	1108
"motel"	65	15	2	"motel"	1109
"nine"	65	31	8	"nine"	1110
"rolled"	65	41	9	"rolled"	1111
"she'd"	65	28	6	"she'd"	1112
"tomorrow"	65	33	9	"tomorrow"	1113
"weeks"	65	39	9	"weeks"	1114
"bigger"	64	42	10	"bigger"	1115
"closer"	64	43	9	"closer"	1116
"forehead"	64	43	8	"forehead"	1117
"guy"	64	23	5	"guy"	1118
"hairy"	64	20	8	"hairy"	1119
"houses"	64	37	9	"houses"	1120
"landed"	64	42	10	"landed"	1121
"missed"	64	38	8	"missed"	1122
"painted"	64	42	9	"painted"	1123
"problem"	64	34	6	"problem"	1124
"stage"	64	24	6	"stage"	1125
"surprised"	64	43	10	"surprised"	1126
"tasted"	64	36	8	"tasted"	1127
"trunk"	64	23	7	"trunk"	1128
"wrote"	64	22	7	"wrote"	1129
"added"	63	42	10	"added"	1130
"attention"	63	41	9	"attention"	1131
"bowl"	63	37	9	"bowl"	1132
"broke"	63	42	8	"broke"	1133
"doorway"	63	34	7	"doorway"	1134
"fucking"	63	19	3	"fucking"	1135
"gets"	63	40	9	"gets"	1136
"haven't"	63	35	7	"haven't"	1137
"hoped"	63	55	10	"hoped"	1138
"married"	63	37	8	"married"	1139
"square"	63	29	7	"square"	1140
"stomach"	63	43	10	"stomach"	1141
"surface"	63	33	9	"surface"	1142
"third"	63	42	9	"third"	1143
"beard"	62	31	7	"beard"	1144
"believed"	62	43	8	"believed"	1145
"carrying"	62	46	9	"carrying"	1146
"chapter"	62	60	5	"chapter"	1147
"computer"	62	29	6	"computer"	1148
"drunk"	62	33	7	"drunk"	1149
"hospital"	62	28	5	"hospital"	1150
"knocked"	62	45	9	"knocked"	1151
"let's"	62	44	9	"let's"	1152
"means"	62	37	9	"means"	1153
"pass"	62	38	8	"pass"	1154
"removed"	62	43	9	"removed"	1155
"shut"	62	44	8	"shut"	1156
"tumbled"	62	38	8	"tumbled"	1157
"war"	62	26	6	"war"	1158
"ways"	62	40	7	"ways"	1159
"wiped"	62	40	9	"wiped"	1160
"chocolate"	61	26	8	"chocolate"	1161
"clouds"	61	31	8	"clouds"	1162
"dancing"	61	34	8	"dancing"	1163
"daylight"	61	35	10	"daylight"	1164
"faded"	61	41	8	"faded"	1165
"ghost"	61	37	8	"ghost"	1166
"however"	61	40	8	"however"	1167
"laugh"	61	39	10	"laugh"	1168
"spear"	61	14	4	"spear"	1169
"takes"	61	36	8	"takes"	1170
"tip"	61	38	9	"tip"	1171
"yours"	61	42	7	"yours"	1172
"cloth"	60	34	8	"cloth"	1173
"eating"	60	44	9	"eating"	1174
"flame"	60	35	8	"flame"	1175
"horse"	60	24	7	"horse"	1176
"loud"	60	50	10	"loud"	1177
"pick"	60	45	9	"pick"	1178
"poured"	60	36	9	"poured"	1179
"pulling"	60	42	9	"pulling"	1180
"sniffed"	60	37	8	"sniffed"	1181
"stuck"	60	43	10	"stuck"	1182
"bloody"	59	33	7	"bloody"	1183
"born"	59	31	8	"born"	1184
"chin"	59	37	6	"chin"	1185
"deeply"	59	39	8	"deeply"	1186
"funeral"	59	22	6	"funeral"	1187
"palm"	59	32	8	"palm"	1188
"reason"	59	42	8	"reason"	1189
"somehow"	59	40	9	"somehow"	1190
"tail"	59	37	9	"tail"	1191
"boots"	58	33	8	"boots"	1192
"boys"	58	33	8	"boys"	1193
"dangerous"	58	41	8	"dangerous"	1194
"dollars"	58	16	3	"dollars"	1195
"dried"	58	38	8	"dried"	1196
"england"	58	26	7	"england"	1197
"foolish"	58	44	8	"foolish"	1198
"joke"	58	37	8	"joke"	1199
"kids"	58	22	6	"kids"	1200
"lightning"	58	23	9	"lightning"	1201
"parked"	58	31	6	"parked"	1202
"particularly"	58	44	9	"particularly"	1203
"pockets"	58	40	8	"pockets"	1204
"sight"	58	47	9	"sight"	1205
"talked"	58	36	7	"talked"	1206
"yvaine"	58	3	1	"yvaine"	1207
"abandoned"	57	38	8	"abandoned"	1208
"candles"	57	24	9	"candles"	1209
"coraline's"	57	11	1	"coraline's"	1210
"creatures"	57	30	9	"creatures"	1211
"cry"	57	38	9	"cry"	1212
"doubt"	57	47	9	"doubt"	1213
"dreamed"	57	36	8	"dreamed"	1214
"folded"	57	39	7	"folded"	1215
"gas"	57	28	7	"gas"	1216
"girls"	57	35	8	"girls"	1217
"hidden"	57	38	9	"hidden"	1218
"journey"	57	38	9	"journey"	1219
"mouse"	57	27	9	"mouse"	1220
"needs"	57	35	8	"needs"	1221
"north"	57	29	7	"north"	1222
"played"	57	34	8	"played"	1223
"proud"	57	41	10	"proud"	1224
"queen"	57	26	8	"queen"	1225
"ride"	57	30	7	"ride"	1226
"rocks"	57	27	8	"rocks"	1227
"send"	57	41	9	"send"	1228
"sleeping"	57	38	10	"sleeping"	1229
"smaller"	57	40	10	"smaller"	1230
"swallowed"	57	43	7	"swallowed"	1231
"wolf"	57	24	8	"wolf"	1232
"admitted"	56	45	9	"admitted"	1233
"brick"	56	38	8	"brick"	1234
"cloud"	56	28	8	"cloud"	1235
"dollar"	56	19	3	"dollar"	1236
"explain"	56	38	9	"explain"	1237
"harder"	56	41	9	"harder"	1238
"jacquel"	56	4	1	"jacquel"	1239
"mist"	56	27	7	"mist"	1240
"plane"	56	17	4	"plane"	1241
"plate"	56	29	9	"plate"	1242
"possibly"	56	39	10	"possibly"	1243
"roof"	56	36	8	"roof"	1244
"sick"	56	38	8	"sick"	1245
"singing"	56	30	8	"singing"	1246
"trust"	56	33	8	"trust"	1247
"arrived"	55	36	6	"arrived"	1248
"break"	55	37	9	"break"	1249
"easily"	55	39	9	"easily"	1250
"forester"	55	8	1	"forester"	1251
"fresh"	55	38	8	"fresh"	1252
"fruit"	55	32	8	"fruit"	1253
"giving"	55	36	8	"giving"	1254
"glanced"	55	44	9	"glanced"	1255
"guard"	55	23	6	"guard"	1256
"headed"	55	31	8	"headed"	1257
"islington"	55	14	1	"islington"	1258
"it'll"	55	35	9	"it'll"	1259
"lovely"	55	34	9	"lovely"	1260
"luck"	55	40	9	"luck"	1261
"rope"	55	29	9	"rope"	1262
"summer"	55	35	9	"summer"	1263
"worth"	55	33	8	"worth"	1264
"ainsel"	54	6	1	"ainsel"	1265
"bone"	54	34	9	"bone"	1266
"buried"	54	31	6	"buried"	1267
"comfortable"	54	43	8	"comfortable"	1268
"copy"	54	32	8	"copy"	1269
"crazy"	54	29	6	"crazy"	1270
"field"	54	24	7	"field"	1271
"gates"	54	24	7	"gates"	1272
"lucky"	54	33	10	"lucky"	1273
"notice"	54	35	10	"notice"	1274
"underground"	54	28	7	"underground"	1275
"younger"	54	38	8	"younger"	1276
"abbot"	53	4	2	"abbot"	1277
"chapel"	53	13	4	"chapel"	1278
"corpse"	53	29	8	"corpse"	1279
"discovered"	53	42	9	"discovered"	1280
"distance"	53	38	8	"distance"	1281
"easier"	53	34	9	"easier"	1282
"east"	53	28	7	"east"	1283
"following"	53	40	8	"following"	1284
"fur"	53	36	9	"fur"	1285
"john"	53	17	5	"john"	1286
"knees"	53	38	9	"knees"	1287
"level"	53	39	9	"level"	1288
"library"	53	15	5	"library"	1289
"lump"	53	32	8	"lump"	1290
"lupescu"	53	4	1	"lupescu"	1291
"machine"	53	29	6	"machine"	1292
"often"	53	41	8	"often"	1293
"opening"	53	37	8	"opening"	1294
"scratched"	53	40	9	"scratched"	1295
"cheeks"	52	38	8	"cheeks"	1296
"completely"	52	37	8	"completely"	1297
"damp"	52	37	8	"damp"	1298
"dawn"	52	34	8	"dawn"	1299
"earl"	52	9	3	"earl"	1300
"form"	52	37	9	"form"	1301
"fuck"	52	22	4	"fuck"	1302
"lunch"	52	25	7	"lunch"	1303
"mum"	52	20	7	"mum"	1304
"ought"	52	39	8	"ought"	1305
"river"	52	29	6	"river"	1306
"scarlet"	52	33	7	"scarlet"	1307
"silly"	52	37	9	"silly"	1308
"soul"	52	37	8	"soul"	1309
"stained"	52	37	8	"stained"	1310
"stones"	52	32	9	"stones"	1311
"unable"	52	38	10	"unable"	1312
"anymore"	51	31	6	"anymore"	1313
"battle"	51	19	8	"battle"	1314
"branch"	51	26	8	"branch"	1315
"cover"	51	33	8	"cover"	1316
"cream"	51	30	7	"cream"	1317
"desert"	51	23	7	"desert"	1318
"english"	51	24	6	"english"	1319
"entered"	51	38	9	"entered"	1320
"everybody"	51	35	9	"everybody"	1321
"flew"	51	33	10	"flew"	1322
"grown"	51	32	9	"grown"	1323
"guards"	51	18	5	"guards"	1324
"haired"	51	29	9	"haired"	1325
"hallway"	51	29	7	"hallway"	1326
"horses"	51	23	7	"horses"	1327
"loudly"	51	37	8	"loudly"	1328
"lower"	51	41	9	"lower"	1329
"mayhew"	51	18	1	"mayhew"	1330
"pair"	51	38	9	"pair"	1331
"ring"	51	35	7	"ring"	1332
"rubbed"	51	41	7	"rubbed"	1333
"sex"	51	25	5	"sex"	1334
"sheet"	51	29	8	"sheet"	1335
"simon"	51	3	2	"simon"	1336
"stretched"	51	40	8	"stretched"	1337
"tied"	51	33	9	"tied"	1338
"tipped"	51	40	9	"tipped"	1339
"uncomfortable"	51	38	8	"uncomfortable"	1340
"weight"	51	36	8	"weight"	1341
"who's"	51	37	7	"who's"	1342
"won"	51	28	9	"won"	1343
"asking"	50	40	7	"asking"	1344
"beat"	50	29	8	"beat"	1345
"bench"	50	23	7	"bench"	1346
"carved"	50	32	9	"carved"	1347
"cellar"	50	21	7	"cellar"	1348
"concerned"	50	35	7	"concerned"	1349
"during"	50	39	9	"during"	1350
"handful"	50	43	8	"handful"	1351
"learn"	50	35	9	"learn"	1352
"listening"	50	34	8	"listening"	1353
"loki"	50	9	3	"loki"	1354
"paid"	50	33	6	"paid"	1355
"pond"	50	17	7	"pond"	1356
"possible"	50	35	7	"possible"	1357
"shivered"	50	41	9	"shivered"	1358
"silent"	50	39	9	"silent"	1359
"simple"	50	39	8	"simple"	1360
"spat"	50	30	7	"spat"	1361
"starting"	50	37	8	"starting"	1362
"store"	50	23	6	"store"	1363
"string"	50	26	9	"string"	1364
"stumbled"	50	39	9	"stumbled"	1365
"travel"	50	31	8	"travel"	1366
"wild"	50	32	9	"wild"	1367
"worried"	50	33	9	"worried"	1368
"wound"	50	32	7	"wound"	1369
"agency"	49	15	4	"agency"	1370
"british"	49	17	5	"british"	1371
"carry"	49	41	9	"carry"	1372
"chicken"	49	24	7	"chicken"	1373
"church"	49	25	6	"church"	1374
"daddy"	49	20	6	"daddy"	1375
"flying"	49	42	10	"flying"	1376
"hated"	49	33	7	"hated"	1377
"honey"	49	22	7	"honey"	1378
"lose"	49	31	8	"lose"	1379
"properly"	49	37	9	"properly"	1380
"reach"	49	42	9	"reach"	1381
"sell"	49	26	7	"sell"	1382
"silk"	49	28	8	"silk"	1383
"sleer"	49	3	1	"sleer"	1384
"sold"	49	26	7	"sold"	1385
"spread"	49	36	9	"spread"	1386
"sunlight"	49	33	9	"sunlight"	1387
"tie"	49	27	7	"tie"	1388
"varney"	49	3	1	"varney"	1389
"voices"	49	33	10	"voices"	1390
"airport"	48	15	4	"airport"	1391
"calling"	48	36	8	"calling"	1392
"daughter"	48	31	8	"daughter"	1393
"doctor"	48	16	7	"doctor"	1394
"jeans"	48	28	7	"jeans"	1395
"letting"	48	39	9	"letting"	1396
"lifted"	48	37	9	"lifted"	1397
"lip"	48	32	8	"lip"	1398
"reply"	48	31	8	"reply"	1399
"restaurant"	48	22	6	"restaurant"	1400
"shouting"	48	28	9	"shouting"	1401
"statue"	48	19	9	"statue"	1402
"waved"	48	37	8	"waved"	1403
"beach"	47	19	6	"beach"	1404
"breasts"	47	27	5	"breasts"	1405
"brushed"	47	34	10	"brushed"	1406
"cheese"	47	25	8	"cheese"	1407
"ended"	47	37	10	"ended"	1408
"except"	47	36	8	"except"	1409
"excuse"	47	32	8	"excuse"	1410
"expected"	47	33	9	"expected"	1411
"flickered"	47	38	8	"flickered"	1412
"future"	47	28	9	"future"	1413
"hang"	47	32	9	"hang"	1414
"listened"	47	35	8	"listened"	1415
"pause"	47	34	9	"pause"	1416
"peter"	47	7	4	"peter"	1417
"sewer"	47	7	1	"sewer"	1418
"she'll"	47	31	9	"she'll"	1419
"single"	47	37	9	"single"	1420
"special"	47	30	8	"special"	1421
"stall"	47	11	3	"stall"	1422
"wednesday's"	47	16	1	"wednesday's"	1423
"woman's"	47	32	8	"woman's"	1424
"cake"	46	22	7	"cake"	1425
"chance"	46	35	10	"chance"	1426
"dressing"	46	22	7	"dressing"	1427
"eh"	46	32	7	"eh"	1428
"failed"	46	32	8	"failed"	1429
"fifteen"	46	36	9	"fifteen"	1430
"heading"	46	32	8	"heading"	1431
"heat"	46	34	9	"heat"	1432
"helped"	46	33	7	"helped"	1433
"hoping"	46	33	8	"hoping"	1434
"hundreds"	46	29	7	"hundreds"	1435
"lives"	46	35	10	"lives"	1436
"news"	46	27	7	"news"	1437
"normal"	46	33	10	"normal"	1438
"occurred"	46	32	8	"occurred"	1439
"seems"	46	29	6	"seems"	1440
"sofa"	46	23	7	"sofa"	1441
"sounds"	46	37	8	"sounds"	1442
"stormhold"	46	9	1	"stormhold"	1443
"streets"	46	29	7	"streets"	1444
"tight"	46	34	10	"tight"	1445
"truly"	46	34	10	"truly"	1446
"using"	46	36	9	"using"	1447
"whom"	46	31	7	"whom"	1448
"birthday"	45	24	7	"birthday"	1449
"board"	45	24	8	"board"	1450
"conversation"	45	31	8	"conversation"	1451
"crossed"	45	32	8	"crossed"	1452
"fly"	45	29	9	"fly"	1453
"gun"	45	18	6	"gun"	1454
"husband"	45	26	7	"husband"	1455
"knowing"	45	32	9	"knowing"	1456
"law"	45	21	7	"law"	1457
"length"	45	30	8	"length"	1458
"mess"	45	30	10	"mess"	1459
"patch"	45	26	9	"patch"	1460
"policeman"	45	8	6	"policeman"	1461
"questions"	45	24	6	"questions"	1462
"sidewalk"	45	18	3	"sidewalk"	1463
"smooth"	45	37	9	"smooth"	1464
"surprise"	45	36	8	"surprise"	1465
"twelve"	45	26	7	"twelve"	1466
"waves"	45	23	7	"waves"	1467
"american"	44	25	5	"american"	1468
"awkwardly"	44	31	6	"awkwardly"	1469
"ben"	44	4	3	"ben"	1470
"blow"	44	30	9	"blow"	1471
"bound"	44	30	8	"bound"	1472
"carpet"	44	29	8	"carpet"	1473
"china"	44	24	8	"china"	1474
"cop"	44	13	2	"cop"	1475
"crying"	44	34	9	"crying"	1476
"downstairs"	44	25	6	"downstairs"	1477
"feed"	44	30	10	"feed"	1478
"gown"	44	20	7	"gown"	1479
"hammer"	44	15	4	"hammer"	1480
"honestly"	44	31	9	"honestly"	1481
"ignored"	44	34	9	"ignored"	1482
"knives"	44	21	9	"knives"	1483
"main"	44	30	6	"main"	1484
"pieces"	44	20	9	"pieces"	1485
"primus"	44	7	1	"primus"	1486
"recognized"	44	29	6	"recognized"	1487
"remained"	44	33	9	"remained"	1488
"reminded"	44	38	9	"reminded"	1489
"rooms"	44	26	7	"rooms"	1490
"save"	44	33	7	"save"	1491
"shoulders"	44	34	9	"shoulders"	1492
"stayed"	44	35	9	"stayed"	1493
